,0
10852,"[301, 342, 262, 178, 426, 318, 509, 320, 613, 494]"
10853,"[339, 342, 426, 301, 101, 72, 42, 108, 490, 333]"
10854,"[121, 504, 598, 113, 612, 339, 193, 561, 241, 390]"
10855,"[378, 301, 315, 333, 23, 489, 262, 599, 161, 426]"
10856,"[262, 328, 40, 498, 106, 127, 612, 121, 315, 231]"
10857,"[301, 81, 490, 426, 42, 333, 40, 161, 72, 348]"
10858,"[40, 127, 106, 276, 509, 66, 427, 252, 649, 523]"
10859,"[301, 160, 499, 490, 611, 471, 237, 426, 105, 81]"
10860,"[301, 81, 426, 333, 42, 342, 490, 40, 160, 72]"
10861,"[34, 339, 42, 193, 301, 426, 262, 23, 342, 657]"
10862,"[433, 390, 632, 301, 436, 398, 336, 259, 160, 105]"
10863,"[193, 579, 545, 448, 498, 37, 91, 34, 652, 128]"
10864,"[301, 342, 613, 262, 494, 351, 318, 178, 426, 371]"
10865,"[613, 550, 342, 678, 58, 420, 245, 395, 216, 472]"
10866,"[499, 611, 471, 237, 472, 571, 319, 142, 131, 2]"
10867,"[339, 301, 42, 426, 23, 342, 188, 40, 490, 231]"
10868,"[301, 490, 426, 81, 420, 42, 262, 178, 58, 395]"
10869,"[339, 342, 249, 318, 408, 426, 208, 504, 122, 522]"
10870,"[193, 524, 265, 52, 426, 642, 243, 93, 460, 244]"
10871,"[121, 339, 80, 193, 36, 136, 426, 460, 561, 186]"
10872,"[339, 40, 72, 649, 427, 229, 628, 580, 276, 342]"
10873,"[339, 301, 6, 232, 426, 342, 266, 183, 320, 490]"
10874,"[301, 113, 262, 178, 516, 371, 497, 686, 426, 342]"
10875,"[339, 426, 342, 301, 490, 81, 333, 245, 42, 101]"
10876,"[339, 301, 42, 426, 342, 490, 399, 262, 34, 40]"
10877,"[301, 136, 113, 426, 387, 244, 178, 342, 36, 198]"
10878,"[342, 42, 333, 81, 490, 40, 252, 426, 301, 127]"
10879,"[339, 333, 262, 202, 249, 542, 254, 203, 161, 35]"
10880,"[301, 342, 249, 81, 490, 208, 504, 262, 522, 318]"
10881,"[339, 318, 249, 408, 619, 122, 51, 342, 426, 101]"
10882,"[339, 301, 342, 426, 249, 498, 160, 105, 318, 652]"
10883,"[301, 253, 23, 229, 489, 426, 342, 160, 105, 22]"
10884,"[628, 591, 580, 411, 283, 23, 452, 34, 443, 584]"
10885,"[315, 442, 382, 257, 41, 229, 26, 583, 258, 22]"
10886,"[193, 561, 370, 113, 427, 103, 474, 512, 510, 460]"
10887,"[490, 342, 34, 613, 550, 202, 520, 433, 389, 361]"
10888,"[472, 475, 618, 573, 515, 630, 568, 347, 219, 210]"
10889,"[339, 301, 426, 34, 342, 42, 23, 490, 126, 101]"
10890,"[339, 342, 301, 426, 318, 490, 81, 42, 23, 74]"
10891,"[339, 426, 81, 42, 490, 301, 333, 342, 72, 315]"
10892,"[342, 301, 490, 249, 81, 646, 208, 522, 426, 42]"
10893,"[472, 515, 342, 287, 83, 305, 301, 637, 315, 23]"
10894,"[81, 333, 490, 426, 42, 504, 408, 386, 72, 40]"
10895,"[72, 339, 81, 333, 426, 408, 490, 42, 342, 318]"
10896,"[80, 674, 683, 472, 136, 681, 333, 250, 625, 481]"
10897,"[301, 339, 42, 490, 426, 81, 333, 72, 342, 40]"
10898,"[301, 342, 249, 408, 262, 208, 522, 72, 490, 81]"
10899,"[301, 339, 342, 426, 249, 490, 81, 318, 408, 262]"
10900,"[97, 283, 591, 70, 30, 201, 259, 443, 584, 557]"
10901,"[478, 324, 675, 10, 259, 30, 598, 412, 18, 105]"
10902,"[160, 30, 125, 259, 412, 105, 455, 97, 443, 390]"
10903,"[478, 466, 259, 129, 283, 591, 302, 443, 584, 557]"
10904,"[478, 436, 30, 160, 105, 420, 455, 412, 373, 572]"
10905,"[612, 121, 590, 596, 97, 429, 570, 324, 385, 186]"
10906,"[80, 121, 166, 160, 105, 259, 30, 632, 590, 412]"
10907,"[541, 402, 259, 443, 557, 486, 591, 584, 352, 265]"
10908,"[596, 478, 97, 590, 67, 632, 572, 125, 324, 185]"
10909,"[478, 590, 632, 324, 97, 125, 160, 322, 596, 494]"
10910,"[163, 591, 541, 283, 402, 154, 443, 584, 557, 411]"
10911,"[97, 105, 436, 121, 30, 598, 632, 166, 455, 259]"
10912,"[50, 525, 382, 257, 612, 121, 357, 292, 442, 41]"
10913,"[420, 160, 673, 436, 50, 373, 105, 30, 525, 677]"
10914,"[478, 185, 596, 259, 541, 465, 612, 121, 385, 598]"
10915,"[283, 591, 70, 30, 259, 443, 584, 557, 541, 411]"
10916,"[30, 105, 160, 412, 259, 97, 455, 125, 572, 185]"
10917,"[50, 525, 357, 612, 121, 382, 257, 677, 631, 160]"
10918,"[443, 478, 501, 157, 280, 184, 259, 68, 201, 10]"
10919,"[486, 30, 259, 436, 541, 160, 105, 299, 670, 601]"
10920,"[478, 466, 414, 259, 582, 309, 443, 557, 675, 503]"
10921,"[259, 402, 541, 591, 30, 154, 80, 677, 409, 412]"
10922,"[265, 604, 283, 591, 70, 443, 259, 584, 557, 541]"
10923,"[186, 694, 324, 612, 121, 212, 491, 49, 28, 570]"
10924,"[478, 590, 324, 97, 632, 125, 50, 322, 596, 499]"
10925,"[478, 590, 385, 299, 185, 18, 494, 351, 571, 499]"
10926,"[596, 324, 590, 385, 125, 259, 632, 67, 97, 486]"
10927,"[80, 259, 30, 105, 412, 160, 166, 632, 409, 591]"
10928,"[80, 502, 632, 30, 436, 259, 221, 61, 166, 160]"
10929,"[223, 612, 121, 259, 539, 47, 541, 665, 97, 411]"
10930,"[97, 125, 373, 10, 695, 694, 693, 692, 691, 690]"
10931,"[486, 402, 309, 355, 501, 658, 280, 471, 235, 307]"
10932,"[673, 420, 499, 599, 125, 678, 239, 503, 471, 402]"
10933,"[324, 10, 596, 323, 292, 97, 612, 121, 570, 478]"
10934,"[411, 283, 120, 70, 223, 584, 97, 591, 259, 541]"
10935,"[420, 50, 572, 324, 185, 525, 677, 292, 676, 436]"
10936,"[30, 412, 160, 259, 443, 557, 455, 105, 390, 97]"
10937,"[259, 466, 584, 129, 223, 541, 411, 591, 283, 97]"
10938,"[50, 673, 162, 525, 677, 499, 676, 503, 471, 402]"
10939,"[259, 283, 30, 541, 591, 390, 70, 223, 681, 443]"
10940,"[590, 324, 478, 632, 596, 97, 125, 259, 459, 67]"
10941,"[50, 385, 357, 420, 478, 525, 97, 677, 292, 590]"
10942,"[97, 324, 402, 154, 604, 673, 503, 471, 162, 24]"
10943,"[97, 283, 541, 591, 259, 70, 30, 201, 443, 584]"
10944,"[591, 80, 557, 694, 409, 617, 402, 154, 259, 186]"
10945,"[541, 402, 259, 443, 557, 598, 486, 469, 414, 465]"
10946,"[160, 259, 105, 30, 596, 541, 465, 412, 185, 598]"
10947,"[478, 322, 590, 632, 297, 125, 596, 494, 317, 97]"
10948,"[50, 299, 525, 673, 677, 499, 257, 676, 357, 601]"
10949,"[160, 105, 30, 436, 259, 412, 632, 166, 144, 97]"
10950,"[259, 478, 466, 168, 414, 97, 443, 557, 105, 632]"
10951,"[50, 572, 525, 677, 673, 217, 324, 185, 436, 676]"
10952,"[97, 10, 324, 436, 598, 670, 30, 543, 632, 259]"
10953,"[97, 160, 30, 105, 412, 543, 259, 482, 201, 501]"
10954,"[527, 213, 592, 257, 64, 33, 414, 389, 168, 583]"
10955,"[97, 30, 160, 105, 412, 259, 436, 301, 402, 154]"
10956,"[564, 291, 519, 210, 436, 259, 659, 144, 223, 97]"
10957,"[478, 366, 632, 336, 461, 582, 404, 125, 324, 27]"
10958,"[443, 466, 557, 382, 414, 677, 591, 584, 352, 265]"
10959,"[541, 584, 591, 223, 411, 283, 50, 79, 443, 357]"
10960,"[420, 292, 675, 113, 670, 607, 543, 513, 501, 482]"
10961,"[385, 525, 601, 299, 357, 541, 677, 50, 402, 486]"
10962,"[283, 30, 591, 541, 70, 259, 443, 584, 557, 411]"
10963,"[541, 591, 283, 443, 584, 557, 411, 163, 70, 292]"
10964,"[436, 30, 324, 632, 166, 259, 160, 105, 186, 527]"
10965,"[436, 10, 670, 550, 30, 324, 304, 373, 292, 543]"
10966,"[373, 499, 160, 166, 144, 420, 105, 478, 292, 30]"
10967,"[324, 612, 121, 10, 303, 329, 137, 429, 570, 260]"
10968,"[259, 80, 591, 402, 154, 409, 105, 239, 432, 632]"
10969,"[323, 67, 385, 442, 382, 257, 41, 596, 601, 541]"
10970,"[160, 105, 30, 412, 97, 436, 259, 590, 455, 301]"
10971,"[541, 308, 591, 402, 283, 443, 584, 557, 411, 163]"
10972,"[420, 525, 677, 50, 385, 572, 292, 541, 601, 185]"
10973,"[80, 502, 259, 354, 409, 677, 402, 432, 150, 550]"
10974,"[591, 154, 604, 557, 402, 411, 283, 409, 443, 584]"
10975,"[105, 412, 572, 185, 160, 30, 436, 373, 97, 694]"
10976,"[525, 357, 50, 385, 677, 601, 673, 420, 676, 382]"
10977,"[324, 478, 590, 632, 97, 125, 322, 596, 572, 185]"
10978,"[324, 10, 292, 670, 420, 323, 395, 216, 607, 543]"
10979,"[283, 591, 97, 324, 70, 443, 584, 557, 541, 411]"
10980,"[324, 185, 357, 10, 572, 612, 121, 525, 436, 217]"
10981,"[292, 420, 673, 357, 50, 385, 525, 373, 677, 2]"
10982,"[30, 259, 412, 443, 557, 455, 97, 390, 548, 541]"
10983,"[10, 259, 324, 598, 160, 612, 121, 482, 217, 390]"
10984,"[670, 10, 61, 324, 292, 632, 607, 543, 513, 501]"
10985,"[584, 591, 443, 557, 259, 352, 283, 265, 79, 223]"
10986,"[97, 223, 259, 665, 539, 47, 390, 604, 433, 632]"
10987,"[97, 30, 283, 259, 412, 70, 598, 394, 591, 658]"
10988,"[193, 460, 160, 309, 524, 265, 512, 682, 574, 103]"
10989,"[259, 385, 601, 465, 486, 596, 323, 541, 185, 598]"
10990,"[543, 670, 590, 478, 30, 259, 607, 513, 501, 482]"
10991,"[97, 259, 166, 478, 144, 541, 598, 223, 160, 105]"
10992,"[541, 223, 50, 584, 411, 591, 283, 525, 357, 677]"
10993,"[478, 125, 585, 590, 297, 97, 548, 584, 79, 514]"
10994,"[478, 590, 324, 97, 632, 125, 596, 18, 322, 459]"
10995,"[681, 259, 596, 541, 465, 185, 486, 674, 598, 402]"
10996,"[584, 591, 443, 557, 259, 283, 352, 265, 223, 79]"
10997,"[30, 259, 373, 541, 283, 412, 70, 97, 604, 591]"
10998,"[584, 591, 443, 557, 259, 352, 283, 265, 79, 223]"
10999,"[125, 81, 217, 42, 612, 121, 570, 429, 301, 72]"
11000,"[635, 578, 368, 72, 53, 54, 628, 458, 452, 417]"
11001,"[249, 408, 208, 262, 522, 53, 652, 619, 504, 498]"
11002,"[249, 408, 619, 342, 208, 522, 220, 388, 504, 122]"
11003,"[249, 318, 101, 136, 122, 522, 681, 408, 674, 504]"
11004,"[249, 388, 504, 455, 122, 522, 403, 183, 239, 208]"
11005,"[249, 208, 522, 51, 619, 652, 53, 504, 498, 455]"
11006,"[231, 579, 286, 122, 278, 272, 315, 337, 165, 619]"
11007,"[612, 121, 570, 429, 220, 681, 375, 260, 408, 619]"
11008,"[193, 619, 51, 655, 646, 579, 239, 249, 118, 370]"
11009,"[619, 249, 220, 122, 51, 208, 522, 646, 614, 579]"
11010,"[249, 408, 522, 342, 239, 208, 386, 318, 95, 74]"
11011,"[249, 122, 318, 101, 51, 515, 408, 619, 208, 504]"
11012,"[249, 619, 208, 122, 51, 522, 455, 220, 53, 652]"
11013,"[451, 220, 484, 674, 681, 619, 416, 495, 683, 400]"
11014,"[249, 619, 208, 51, 522, 652, 53, 504, 498, 455]"
11015,"[509, 484, 403, 477, 552, 674, 276, 187, 61, 419]"
11016,"[681, 122, 674, 318, 136, 683, 495, 625, 101, 36]"
11017,"[451, 315, 25, 5, 101, 523, 520, 433, 389, 361]"
11018,"[220, 451, 289, 484, 619, 649, 633, 403, 238, 56]"
11019,"[451, 5, 165, 315, 684, 545, 238, 104, 365, 231]"
11020,"[339, 193, 6, 113, 232, 545, 515, 91, 512, 561]"
11021,"[74, 318, 305, 314, 262, 162, 386, 122, 490, 67]"
11022,"[612, 121, 570, 429, 408, 693, 681, 375, 453, 260]"
11023,"[249, 342, 443, 455, 466, 504, 318, 122, 498, 120]"
11024,"[504, 249, 323, 408, 208, 598, 65, 113, 98, 522]"
11025,"[249, 51, 208, 522, 619, 652, 53, 504, 498, 455]"
11026,"[6, 249, 339, 619, 122, 232, 246, 51, 646, 614]"
11027,"[193, 165, 460, 524, 265, 646, 512, 103, 113, 655]"
11028,"[249, 122, 619, 74, 51, 646, 614, 386, 318, 208]"
11029,"[249, 318, 122, 101, 674, 208, 408, 455, 522, 51]"
11030,"[579, 612, 498, 238, 652, 451, 522, 545, 448, 359]"
11031,"[249, 408, 74, 318, 208, 122, 522, 342, 504, 455]"
11032,"[619, 53, 249, 95, 646, 193, 220, 51, 25, 504]"
11033,"[238, 484, 649, 633, 451, 403, 56, 165, 509, 539]"
11034,"[165, 238, 408, 684, 5, 646, 337, 51, 579, 619]"
11035,"[249, 318, 122, 101, 674, 522, 208, 408, 239, 455]"
11036,"[408, 249, 522, 471, 154, 652, 239, 208, 101, 160]"
11037,"[193, 451, 113, 36, 561, 370, 315, 512, 460, 136]"
11038,"[249, 208, 522, 490, 53, 652, 619, 504, 498, 455]"
11039,"[612, 121, 570, 561, 242, 241, 619, 657, 36, 51]"
11040,"[249, 101, 318, 122, 522, 408, 674, 51, 239, 208]"
11041,"[216, 208, 246, 6, 118, 91, 69, 9, 452, 539]"
11042,"[408, 249, 522, 451, 239, 208, 579, 133, 122, 619]"
11043,"[220, 238, 451, 91, 649, 403, 56, 619, 193, 512]"
11044,"[74, 249, 619, 220, 386, 318, 122, 484, 208, 305]"
11045,"[249, 318, 122, 51, 208, 101, 522, 408, 455, 527]"
11046,"[249, 522, 386, 74, 305, 318, 122, 239, 133, 208]"
11047,"[74, 249, 619, 220, 246, 386, 318, 122, 522, 6]"
11048,"[674, 249, 490, 318, 122, 681, 489, 408, 101, 522]"
11049,"[193, 561, 370, 113, 337, 512, 460, 36, 241, 236]"
11050,"[122, 249, 619, 318, 337, 51, 646, 101, 208, 515]"
11051,"[249, 239, 51, 408, 612, 121, 522, 619, 193, 561]"
11052,"[249, 408, 122, 208, 619, 51, 522, 646, 614, 579]"
11053,"[249, 522, 51, 239, 122, 646, 619, 579, 657, 620]"
11054,"[249, 620, 522, 122, 619, 208, 53, 95, 498, 51]"
11055,"[88, 488, 451, 620, 452, 384, 249, 107, 535, 476]"
11056,"[403, 451, 633, 649, 238, 56, 289, 539, 305, 47]"
11057,"[249, 318, 122, 408, 522, 208, 51, 101, 455, 239]"
11058,"[249, 74, 619, 318, 208, 522, 342, 53, 652, 504]"
11059,"[504, 249, 193, 51, 619, 318, 679, 646, 160, 105]"
11060,"[193, 683, 426, 460, 315, 113, 136, 48, 36, 524]"
11061,"[183, 246, 249, 6, 232, 441, 522, 266, 239, 208]"
11062,"[249, 522, 208, 342, 504, 498, 318, 122, 51, 133]"
11063,"[681, 403, 289, 633, 660, 451, 36, 238, 570, 612]"
11064,"[451, 403, 649, 238, 56, 122, 289, 342, 232, 633]"
11065,"[249, 318, 122, 208, 101, 522, 408, 455, 51, 53]"
11066,"[522, 249, 484, 289, 305, 318, 122, 612, 121, 681]"
11067,"[120, 411, 459, 101, 53, 591, 95, 466, 283, 443]"
11068,"[74, 305, 220, 619, 318, 122, 386, 238, 451, 162]"
11069,"[451, 238, 649, 633, 403, 56, 539, 305, 289, 47]"
11070,"[238, 451, 649, 633, 403, 56, 539, 305, 289, 47]"
11071,"[193, 646, 635, 619, 339, 249, 51, 165, 679, 160]"
11072,"[451, 649, 403, 238, 56, 219, 522, 133, 633, 249]"
11073,"[220, 619, 193, 646, 122, 51, 512, 460, 337, 515]"
11074,"[339, 249, 342, 51, 101, 318, 408, 208, 122, 619]"
11075,"[249, 388, 342, 504, 122, 208, 455, 318, 522, 51]"
11076,"[249, 388, 342, 619, 504, 122, 455, 318, 635, 95]"
11077,"[249, 515, 522, 239, 208, 246, 118, 53, 652, 619]"
11078,"[249, 522, 133, 649, 451, 403, 238, 56, 208, 305]"
11079,"[249, 208, 522, 408, 281, 53, 652, 619, 504, 498]"
11080,"[249, 6, 522, 579, 246, 239, 122, 619, 498, 620]"
11081,"[249, 122, 318, 455, 388, 342, 504, 101, 674, 208]"
11082,"[193, 6, 339, 37, 370, 561, 113, 512, 246, 34]"
11083,"[40, 649, 427, 276, 386, 249, 127, 311, 106, 129]"
11084,"[305, 484, 74, 522, 249, 386, 318, 122, 162, 133]"
11085,"[527, 213, 592, 389, 33, 625, 451, 612, 326, 583]"
11086,"[193, 408, 619, 512, 36, 220, 655, 51, 318, 515]"
11087,"[612, 249, 408, 342, 121, 522, 620, 496, 107, 208]"
11088,"[451, 674, 527, 213, 592, 33, 681, 168, 47, 22]"
11089,"[249, 208, 522, 652, 619, 53, 504, 498, 455, 408]"
11090,"[316, 267, 119, 122, 14, 139, 13, 4, 473, 653]"
11091,"[635, 249, 504, 527, 213, 388, 342, 592, 122, 451]"
11092,"[249, 122, 51, 619, 208, 522, 646, 614, 165, 579]"
11093,"[249, 522, 133, 451, 403, 649, 238, 56, 208, 388]"
11094,"[122, 408, 318, 249, 342, 504, 522, 674, 136, 101]"
11095,"[249, 619, 455, 208, 120, 652, 498, 522, 466, 388]"
11096,"[619, 220, 249, 579, 208, 122, 522, 51, 239, 504]"
11097,"[249, 504, 408, 522, 208, 239, 53, 652, 619, 579]"
11098,"[249, 619, 220, 208, 522, 53, 652, 504, 498, 455]"
11099,"[612, 592, 121, 496, 693, 527, 359, 107, 249, 213]"
11100,"[439, 536, 472, 618, 245, 424, 637, 349, 617, 334]"
11101,"[475, 121, 573, 536, 80, 472, 618, 347, 612, 36]"
11102,"[219, 472, 439, 334, 527, 213, 592, 245, 33, 389]"
11103,"[121, 63, 612, 80, 399, 19, 186, 570, 49, 429]"
11104,"[656, 240, 585, 671, 563, 452, 117, 514, 492, 622]"
11105,"[254, 395, 245, 32, 472, 328, 56, 499, 561, 611]"
11106,"[121, 245, 439, 19, 32, 637, 612, 536, 472, 424]"
11107,"[287, 83, 564, 291, 310, 355, 692, 659, 637, 568]"
11108,"[349, 245, 19, 424, 536, 472, 617, 439, 334, 219]"
11109,"[387, 658, 334, 121, 687, 282, 394, 349, 206, 427]"
11110,"[536, 472, 245, 618, 32, 424, 617, 387, 349, 212]"
11111,"[472, 245, 121, 19, 334, 536, 424, 387, 349, 227]"
11112,"[245, 32, 80, 254, 49, 536, 472, 334, 409, 148]"
11113,"[80, 136, 617, 536, 472, 49, 19, 329, 32, 245]"
11114,"[472, 219, 536, 334, 245, 527, 213, 19, 592, 618]"
11115,"[483, 119, 245, 19, 203, 349, 261, 421, 14, 536]"
11116,"[245, 349, 254, 424, 204, 617, 334, 536, 472, 439]"
11117,"[536, 472, 191, 347, 573, 245, 387, 199, 618, 334]"
11118,"[19, 254, 204, 395, 474, 174, 56, 227, 673, 573]"
11119,"[245, 32, 121, 568, 80, 126, 64, 291, 630, 219]"
11120,"[32, 439, 536, 472, 245, 80, 334, 409, 49, 618]"
11121,"[245, 349, 254, 334, 536, 472, 424, 219, 387, 439]"
11122,"[121, 612, 227, 475, 228, 204, 618, 573, 570, 429]"
11123,"[617, 443, 557, 334, 245, 168, 329, 231, 591, 584]"
11124,"[245, 219, 483, 334, 34, 536, 19, 472, 424, 349]"
11125,"[121, 48, 475, 113, 441, 228, 504, 439, 56, 19]"
11126,"[228, 121, 452, 628, 458, 19, 499, 638, 86, 8]"
11127,"[245, 334, 235, 343, 175, 28, 19, 491, 387, 521]"
11128,"[536, 472, 245, 199, 612, 121, 573, 618, 191, 32]"
11129,"[612, 121, 592, 359, 570, 141, 527, 213, 429, 693]"
11130,"[245, 334, 536, 472, 424, 349, 439, 219, 35, 360]"
11131,"[612, 570, 429, 121, 207, 359, 263, 308, 375, 693]"
11132,"[248, 387, 136, 245, 113, 19, 266, 244, 334, 516]"
11133,"[516, 527, 326, 121, 562, 11, 587, 511, 460, 54]"
11134,"[19, 121, 349, 245, 439, 254, 536, 472, 424, 637]"
11135,"[612, 472, 245, 387, 212, 536, 349, 334, 106, 321]"
11136,"[80, 536, 472, 245, 49, 202, 32, 617, 121, 34]"
11137,"[202, 626, 262, 227, 542, 333, 254, 203, 161, 35]"
11138,"[472, 219, 334, 245, 536, 121, 19, 349, 617, 424]"
11139,"[472, 527, 213, 592, 33, 573, 199, 32, 389, 536]"
11140,"[205, 488, 219, 291, 472, 334, 210, 127, 568, 519]"
11141,"[254, 219, 245, 32, 395, 334, 56, 653, 537, 472]"
11142,"[310, 692, 248, 612, 121, 498, 545, 384, 429, 444]"
11143,"[291, 564, 659, 127, 210, 568, 112, 551, 519, 474]"
11144,"[254, 28, 388, 231, 315, 248, 104, 472, 5, 365]"
11145,"[387, 254, 536, 472, 219, 618, 245, 372, 315, 231]"
11146,"[245, 536, 472, 387, 219, 424, 349, 439, 315, 617]"
11147,"[13, 387, 127, 252, 245, 121, 424, 508, 281, 219]"
11148,"[612, 121, 245, 570, 387, 429, 248, 472, 618, 207]"
11149,"[121, 536, 472, 80, 202, 49, 637, 148, 128, 321]"
11150,"[254, 472, 334, 248, 219, 536, 310, 245, 630, 617]"
11151,"[80, 536, 472, 32, 121, 148, 617, 694, 691, 553]"
11152,"[472, 536, 245, 121, 617, 387, 349, 19, 618, 334]"
11153,"[527, 213, 592, 628, 33, 639, 326, 412, 163, 475]"
11154,"[121, 612, 570, 439, 429, 308, 579, 448, 545, 561]"
11155,"[90, 362, 573, 199, 161, 361, 536, 475, 472, 347]"
11156,"[121, 612, 402, 154, 162, 673, 471, 499, 570, 328]"
11157,"[387, 254, 536, 472, 219, 372, 618, 245, 315, 231]"
11158,"[121, 80, 254, 536, 472, 186, 612, 228, 99, 32]"
11159,"[612, 472, 121, 245, 536, 570, 321, 429, 693, 637]"
11160,"[472, 219, 536, 334, 245, 191, 618, 573, 424, 349]"
11161,"[40, 127, 373, 276, 106, 649, 474, 427, 345, 252]"
11162,"[108, 471, 154, 24, 472, 83, 402, 249, 199, 286]"
11163,"[248, 310, 472, 219, 334, 692, 593, 355, 254, 630]"
11164,"[254, 245, 334, 424, 248, 219, 472, 439, 19, 617]"
11165,"[387, 472, 536, 90, 334, 618, 245, 175, 199, 204]"
11166,"[245, 32, 80, 536, 472, 617, 121, 694, 691, 553]"
11167,"[245, 472, 421, 349, 19, 536, 424, 387, 261, 13]"
11168,"[573, 475, 578, 368, 72, 199, 347, 570, 54, 51]"
11169,"[258, 583, 22, 420, 598, 292, 349, 670, 367, 473]"
11170,"[245, 231, 334, 35, 387, 618, 360, 536, 49, 104]"
11171,"[472, 536, 567, 245, 573, 485, 199, 618, 475, 424]"
11172,"[527, 213, 472, 592, 245, 82, 33, 536, 618, 389]"
11173,"[245, 254, 424, 227, 536, 472, 349, 439, 19, 617]"
11174,"[472, 536, 612, 592, 527, 213, 168, 158, 485, 245]"
11175,"[219, 334, 472, 254, 245, 536, 424, 395, 349, 252]"
11176,"[329, 443, 557, 254, 678, 395, 259, 617, 591, 584]"
11177,"[626, 202, 121, 35, 262, 542, 333, 254, 203, 161]"
11178,"[498, 545, 448, 579, 652, 444, 281, 286, 272, 334]"
11179,"[63, 315, 365, 231, 188, 23, 625, 472, 426, 409]"
11180,"[245, 536, 472, 32, 254, 334, 618, 231, 387, 104]"
11181,"[439, 245, 618, 536, 472, 219, 424, 349, 315, 387]"
11182,"[472, 334, 573, 199, 32, 536, 219, 475, 347, 325]"
11183,"[475, 513, 501, 573, 7, 325, 137, 607, 670, 543]"
11184,"[439, 32, 121, 536, 472, 618, 126, 245, 19, 617]"
11185,"[245, 32, 387, 536, 472, 618, 248, 334, 516, 198]"
11186,"[121, 527, 228, 213, 592, 33, 626, 389, 19, 612]"
11187,"[536, 199, 472, 573, 90, 580, 475, 347, 325, 246]"
11188,"[472, 536, 219, 245, 334, 349, 617, 424, 618, 439]"
11189,"[536, 472, 245, 617, 618, 516, 573, 424, 349, 199]"
11190,"[121, 612, 598, 359, 472, 429, 257, 570, 681, 693]"
11191,"[472, 670, 536, 543, 513, 212, 376, 482, 33, 424]"
11192,"[536, 472, 80, 245, 32, 221, 61, 268, 128, 617]"
11193,"[63, 545, 448, 579, 652, 498, 175, 571, 275, 219]"
11194,"[349, 80, 472, 254, 536, 245, 409, 136, 99, 432]"
11195,"[472, 245, 90, 527, 213, 592, 334, 481, 337, 536]"
11196,"[472, 612, 592, 527, 213, 536, 33, 245, 359, 90]"
11197,"[121, 439, 626, 618, 612, 228, 19, 561, 32, 515]"
11198,"[259, 612, 121, 681, 390, 260, 503, 308, 401, 443]"
11199,"[245, 472, 536, 334, 412, 163, 439, 639, 424, 349]"
11200,"[548, 366, 647, 585, 514, 404, 77, 173, 79, 153]"
11201,"[529, 366, 647, 548, 585, 404, 514, 256, 79, 173]"
11202,"[584, 585, 443, 557, 352, 79, 548, 247, 109, 30]"
11203,"[665, 496, 647, 366, 612, 121, 548, 404, 584, 27]"
11204,"[514, 585, 443, 273, 575, 79, 548, 681, 647, 77]"
11205,"[366, 256, 404, 27, 585, 173, 146, 548, 132, 77]"
11206,"[366, 27, 404, 256, 173, 146, 132, 585, 647, 548]"
11207,"[602, 27, 307, 256, 366, 132, 201, 661, 147, 273]"
11208,"[691, 307, 201, 381, 271, 501, 280, 606, 607, 7]"
11209,"[585, 366, 404, 77, 27, 548, 256, 514, 173, 146]"
11210,"[381, 691, 273, 553, 611, 557, 35, 77, 172, 127]"
11211,"[157, 501, 307, 280, 205, 201, 235, 543, 182, 606]"
11212,"[28, 248, 360, 612, 684, 565, 444, 352, 334, 283]"
11213,"[307, 201, 366, 147, 240, 641, 394, 404, 607, 309]"
11214,"[77, 585, 310, 366, 602, 404, 248, 240, 273, 548]"
11215,"[27, 366, 173, 256, 132, 404, 146, 461, 416, 320]"
11216,"[173, 404, 137, 7, 607, 77, 366, 146, 307, 256]"
11217,"[585, 529, 168, 584, 77, 352, 79, 396, 110, 548]"
11218,"[394, 647, 585, 548, 514, 584, 234, 283, 658, 79]"
11219,"[404, 366, 7, 310, 173, 77, 137, 27, 146, 240]"
11220,"[443, 514, 79, 585, 158, 548, 575, 681, 273, 584]"
11221,"[366, 27, 256, 404, 173, 647, 548, 585, 132, 146]"
11222,"[443, 557, 352, 79, 584, 591, 283, 360, 265, 394]"
11223,"[585, 514, 366, 256, 27, 146, 173, 77, 132, 404]"
11224,"[585, 366, 404, 27, 548, 256, 77, 514, 173, 146]"
11225,"[366, 404, 27, 256, 173, 310, 146, 77, 240, 585]"
11226,"[381, 545, 310, 273, 692, 248, 77, 602, 498, 448]"
11227,"[585, 77, 256, 514, 79, 584, 647, 192, 548, 352]"
11228,"[647, 548, 584, 394, 514, 585, 79, 366, 665, 192]"
11229,"[404, 366, 585, 514, 77, 27, 592, 548, 256, 173]"
11230,"[647, 548, 585, 366, 404, 584, 79, 394, 514, 173]"
11231,"[585, 366, 404, 548, 647, 514, 27, 77, 173, 79]"
11232,"[366, 173, 404, 607, 585, 7, 27, 376, 307, 201]"
11233,"[647, 584, 548, 394, 514, 585, 79, 192, 366, 404]"
11234,"[404, 366, 240, 146, 307, 514, 201, 147, 671, 394]"
11235,"[404, 146, 366, 256, 77, 585, 671, 173, 132, 27]"
11236,"[585, 548, 647, 366, 256, 404, 514, 173, 27, 582]"
11237,"[501, 157, 280, 355, 235, 182, 543, 307, 449, 201]"
11238,"[585, 548, 514, 647, 366, 79, 77, 404, 173, 584]"
11239,"[404, 366, 514, 585, 647, 548, 141, 583, 173, 132]"
